"","regija","leto","kmetijske.kulture","povprecni.pridelek"
"1440","mb",2013,"belo zelje",22.8
"1441","mb",2019,"jabolka",22
"1442","mb",2014,"trave",6.2
"1443","mb",2020,"trave",8.2
"1444","mb",2015,"travniki in pašniki",6.6
"1445","mb",2010,"jabolka",24.8
"1446","mb",2016,"breskve in nektarine",6.5
"1447","mb",2011,"trave",7.1
"1448","mb",2017,"lucerna",6.2
"1449","mb",2012,"grozdje",6.2
"1450","mb",2013,"trave",4.6
"1451","mb",2019,"detelja",6.9
"1452","mb",2014,"belo zelje",24.6
"1453","mb",2020,"jabolka",28.6
"1454","mb",2015,"trave",7.7
"1455","mb",2010,"detelja",5.8
"1456","mb",2016,"travniki in pašniki",6.7
"1457","mb",2011,"jabolka",28.8
"1458","mb",2017,"breskve in nektarine",4.6
"1459","mb",2012,"trave",5
"1460","mb",2018,"lucerna",7.6
"1461","mb",2013,"grozdje",6.2
"1462","mb",2014,"trave",6.6
"1463","mb",2020,"detelja",7.2
"1464","mb",2015,"belo zelje",27.4
"1465","mb",2016,"trave",7.8
"1466","mb",2011,"detelja",5.9
"1467","mb",2017,"travniki in pašniki",4.8
"1468","mb",2012,"jabolka",19.2
"1469","mb",2018,"breskve in nektarine",17.4
"1470","mb",2013,"trave",4.3
"1471","mb",2019,"lucerna",7.6
"1472","mb",2014,"grozdje",5.7
"1473","mb",2015,"trave",7.4
"1474","mb",2010,"lucerna",6.5
"1475","mb",2016,"belo zelje",29
"1476","mb",2017,"trave",6.5
"1477","mb",2012,"detelja",4.9
"1478","mb",2018,"travniki in pašniki",6.6
"1479","mb",2013,"jabolka",23.8
"1480","mb",2019,"breskve in nektarine",9.1
"1481","mb",2014,"trave",6.9
"1482","mb",2020,"lucerna",7.9
"1483","mb",2015,"grozdje",7.7
"1484","mb",2010,"breskve in nektarine",10.1
"1485","mb",2016,"trave",7.4
"1486","mb",2011,"lucerna",5.9
"1487","mb",2017,"belo zelje",27.9
"1488","mb",2018,"trave",8.1
"1489","mb",2013,"detelja",4.2
"1490","mb",2019,"travniki in pašniki",6.5
"1491","mb",2014,"jabolka",25.8
"1492","mb",2020,"breskve in nektarine",10.2
"1493","mb",2015,"trave",6.7
"1494","mb",2010,"travniki in pašniki",6.8
"1495","mb",2016,"grozdje",6.2
"1496","mb",2011,"breskve in nektarine",11.6
"1497","mb",2017,"trave",6.3
"1498","mb",2012,"lucerna",5.4
"1499","mb",2018,"belo zelje",33.1
"1500","mb",2019,"trave",8.9
"1501","mb",2014,"detelja",4.9
"1502","ms",2015,"buce",0.7
"1503","ms",2010,"psenica in pira",4.9
"1504","ms",2016,"tritikala",4.4
"1505","ms",2011,"koruza",9.6
"1506","ms",2017,"krompir",23
"1507","ms",2018,"jecmen",4.1
"1508","ms",2013,"rz in sorzica",2.9
"1509","ms",2019,"koruza",49.8
"1510","ms",2014,"oljna ogrscica in repica",3.4
"1511","ms",2020,"psenica in pira",6
"1512","ms",2015,"oves",3.3
"1513","ms",2010,"koruza",46.8
"1514","ms",2016,"buce",0.8
"1515","ms",2011,"psenica in pira",5.2
"1516","ms",2017,"tritikala",4.6
"1517","ms",2012,"koruza",7.5
"1518","ms",2018,"krompir",26.8
"1519","ms",2019,"jecmen",5.6
"1520","ms",2014,"rz in sorzica",3.7
"1521","ms",2020,"koruza",53.7
"1522","ms",2015,"oljna ogrscica in repica",1.8
"1523","ms",2010,"jecmen",4.4
"1524","ms",2016,"oves",3.1
"1525","ms",2011,"koruza",68.1
"1526","ms",2017,"buce",0.6
"1527","ms",2012,"psenica in pira",5.7
"1528","ms",2018,"tritikala",3.8
"1529","ms",2013,"koruza",5.6
"1530","ms",2019,"krompir",28.2
"1531","ms",2020,"jecmen",6
"1532","ms",2015,"rz in sorzica",3.6
"1533","ms",2010,"krompir",26.9
"1534","ms",2016,"oljna ogrscica in repica",2.9
"1535","ms",2011,"jecmen",4.8
"1536","ms",2017,"oves",3.4
"1537","ms",2012,"koruza",38
"1538","ms",2018,"buce",0.7
"1539","ms",2013,"psenica in pira",4.3
"1540","ms",2019,"tritikala",4.8
"1541","ms",2014,"koruza",9.2
"1542","ms",2020,"krompir",33.4
"1543","ms",2010,"tritikala",4
"1544","ms",2016,"rz in sorzica",3.7
"1545","ms",2011,"krompir",29.3
"1546","ms",2017,"oljna ogrscica in repica",2.4
"1547","ms",2012,"jecmen",5.2
"1548","ms",2018,"oves",2.5
"1549","ms",2013,"koruza",30.6
"1550","ms",2019,"buce",0.6
"1551","ms",2014,"psenica in pira",5.2
"1552","ms",2020,"tritikala",4.8
"1553","ms",2015,"koruza",9
"1554","ms",2010,"buce",0.6
"1555","ms",2011,"tritikala",4.5
"1556","ms",2017,"rz in sorzica",4
"1557","ms",2012,"krompir",23.2
"1558","ms",2018,"oljna ogrscica in repica",2
"1559","ms",2013,"jecmen",3.9
"1560","ms",2019,"oves",3.7
"1561","ms",2014,"koruza",47.7
"1562","ms",2020,"buce",0.6
"1563","ms",2015,"psenica in pira",5
"1564","ms",2010,"oves",2.8
"1565","ms",2016,"koruza",10
"1566","ms",2011,"buce",0.7
"1567","ms",2012,"tritikala",4.4
"1568","ms",2018,"rz in sorzica",3.1
"1569","ms",2013,"krompir",19.9
"1570","ms",2019,"oljna ogrscica in repica",3.1
"1571","ms",2014,"jecmen",4.9
"1572","ms",2020,"oves",3.7
"1573","ms",2015,"koruza",45.9
"1574","ms",2010,"oljna ogrscica in repica",3
"1575","ms",2016,"psenica in pira",5.1
"1576","ms",2011,"oves",3.2
"1577","ms",2017,"koruza",7.6
"1578","ms",2012,"buce",0.6
"1579","ms",2013,"tritikala",3
"1580","ms",2019,"rz in sorzica",4
"1581","ms",2014,"krompir",28.9
"1582","ms",2020,"oljna ogrscica in repica",2.5
"1583","ms",2015,"jecmen",4.5
"1584","ms",2010,"rz in sorzica",3
"1585","ms",2016,"koruza",49.6
"1586","ms",2011,"oljna ogrscica in repica",2.9
"1587","ms",2017,"psenica in pira",5.3
"1588","ms",2012,"oves",3.3
"1589","ms",2018,"koruza",9.4
"1590","ms",2013,"buce",0.5
"1591","ms",2014,"tritikala",4.8
"1592","ms",2020,"rz in sorzica",3.9
"1593","ms",2015,"krompir",28.7
"1594","ms",2016,"jecmen",4.6
"1595","ms",2011,"rz in sorzica",3.3
"1596","ms",2017,"koruza",38.5
"1597","ms",2012,"oljna ogrscica in repica",3.3
"1598","ms",2018,"psenica in pira",4.3
"1599","ms",2013,"oves",2.4
"1600","ms",2019,"koruza",9.9
"1601","ms",2014,"buce",0.5
"1602","ms",2015,"tritikala",4.4
"1603","ms",2010,"koruza",9.1
"1604","ms",2016,"krompir",29.7
"1605","ms",2017,"jecmen",5.1
"1606","ms",2012,"rz in sorzica",3.4
"1607","ms",2018,"koruza",47.2
"1608","ms",2013,"oljna ogrscica in repica",2
"1609","ms",2019,"psenica in pira",5.5
"1610","ms",2014,"oves",3.3
"1611","ms",2020,"koruza",11.7
"1612","ms",2015,"jabolka",37.1
"1613","ms",2010,"trave",8.7
"1614","ms",2016,"trave",7.7
"1615","ms",2011,"travniki in pašniki",7
"1616","ms",2017,"grozdje",6.2
"1617","ms",2012,"breskve in nektarine",10.9
"1618","ms",2018,"trave",7.4
"1619","ms",2013,"lucerna",6.9
"1620","ms",2019,"belo zelje",34.2
"1621","ms",2020,"trave",8.1
"1622","ms",2015,"detelja",6.8
"1623","ms",2010,"belo zelje",31.8
"1624","ms",2016,"jabolka",11.3
"1625","ms",2011,"trave",8.4
"1626","ms",2017,"trave",5.9
"1627","ms",2012,"travniki in pašniki",5.2
"1628","ms",2018,"grozdje",7.1
"1629","ms",2013,"breskve in nektarine",12.3
"1630","ms",2019,"trave",7.4
"1631","ms",2014,"lucerna",8.8
"1632","ms",2020,"belo zelje",33.7
"1633","ms",2010,"trave",8
"1634","ms",2016,"detelja",7
"1635","ms",2011,"belo zelje",38.1
"1636","ms",2017,"jabolka",5.5
"1637","ms",2012,"trave",6.1
"1638","ms",2018,"trave",6.9
"1639","ms",2013,"travniki in pašniki",5.3
"1640","ms",2019,"grozdje",7
"1641","ms",2014,"breskve in nektarine",10.8
"1642","ms",2020,"trave",8
"1643","ms",2015,"lucerna",7.5
"1644","ms",2010,"grozdje",7.1
"1645","ms",2011,"trave",8
"1646","ms",2017,"detelja",5.5
"1647","ms",2012,"belo zelje",27.2
"1648","ms",2018,"jabolka",33.4
"1649","ms",2013,"trave",4.9
"1650","ms",2019,"trave",7.3
"1651","ms",2014,"travniki in pašniki",7
"1652","ms",2020,"grozdje",7
"1653","ms",2015,"breskve in nektarine",12.6
"1654","ms",2010,"trave",7.6
"1655","ms",2016,"lucerna",8
"1656","ms",2011,"grozdje",10
"1657","ms",2012,"trave",5.6
"1658","ms",2018,"detelja",6.1
"1659","ms",2013,"belo zelje",22.4
"1660","ms",2019,"jabolka",29.8
"1661","ms",2014,"trave",7.7
"1662","ms",2020,"trave",7.6
"1663","ms",2015,"travniki in pašniki",5.5
"1664","ms",2010,"jabolka",30.3
"1665","ms",2016,"breskve in nektarine",4.4
"1666","ms",2011,"trave",8.1
"1667","ms",2017,"lucerna",6.5
"1668","ms",2012,"grozdje",7.6
"1669","ms",2013,"trave",5.2
"1670","ms",2019,"detelja",6.1
"1671","ms",2014,"belo zelje",27.8
"1672","ms",2020,"jabolka",29.1
"1673","ms",2015,"trave",7.3
"1674","ms",2010,"detelja",7.8
"1675","ms",2016,"travniki in pašniki",6.1
"1676","ms",2011,"jabolka",29.3
"1677","ms",2017,"breskve in nektarine",0.6
"1678","ms",2012,"trave",6.1
"1679","ms",2018,"lucerna",8
"1680","ms",2013,"grozdje",6.9
"1681","ms",2014,"trave",8.6
"1682","ms",2020,"detelja",6.4
"1683","ms",2015,"belo zelje",31.3
"1684","ms",2016,"trave",7.9
"1685","ms",2011,"detelja",7.7
"1686","ms",2017,"travniki in pašniki",4.6
"1687","ms",2012,"jabolka",20.3
"1688","ms",2018,"breskve in nektarine",9.9
"1689","ms",2013,"trave",6.2
"1690","ms",2019,"lucerna",6.8
"1691","ms",2014,"grozdje",5.8
"1692","ms",2015,"trave",7.6
"1693","ms",2010,"lucerna",8.9
"1694","ms",2016,"belo zelje",33
"1695","ms",2017,"trave",5.6
"1696","ms",2012,"detelja",4.8
"1697","ms",2018,"travniki in pašniki",6.1
"1698","ms",2013,"jabolka",22.5
"1699","ms",2019,"breskve in nektarine",9.6
"1700","ms",2014,"trave",8.4
"1701","ms",2020,"lucerna",7.5
"1702","ms",2015,"grozdje",7.6
"1703","ms",2010,"breskve in nektarine",10
"1704","ms",2016,"trave",7.9
"1705","ms",2011,"lucerna",9.2
"1706","ms",2017,"belo zelje",25.8
"1707","ms",2018,"trave",7.2
"1708","ms",2013,"detelja",4.7
"1709","ms",2019,"travniki in pašniki",5.5
"1710","ms",2014,"jabolka",25.2
"1711","ms",2020,"breskve in nektarine",6.8
"1712","ms",2015,"trave",7.9
"1713","ms",2010,"travniki in pašniki",6.8
"1714","ms",2016,"grozdje",5.4
"1715","ms",2011,"breskve in nektarine",16.7
"1716","ms",2017,"trave",6.1
"1717","ms",2012,"lucerna",7
"1718","ms",2018,"belo zelje",37.3
"1719","ms",2019,"trave",7.8
"1720","ms",2014,"detelja",7.1
"1721","ms",2020,"travniki in pašniki",6.1
"1722","kk",2018,"koruza",48.8
"1723","kk",2013,"oljna ogrscica in repica",2.5
"1724","kk",2019,"psenica in pira",5
"1725","kk",2014,"oves",3.6
"1726","kk",2020,"koruza",10.2
"1727","kk",2015,"buce",0.6
"1728","kk",2010,"psenica in pira",4
"1729","kk",2016,"tritikala",4.6
"1730","kk",2011,"koruza",5.6
"1731","kk",2017,"krompir",20.7
"1732","kk",2018,"jecmen",4.2
"1733","kk",2013,"rz in sorzica",2.6
"1734","kk",2019,"koruza",51.1
"1735","kk",2014,"oljna ogrscica in repica",3.1
"1736","kk",2020,"psenica in pira",5.3
"1737","kk",2015,"oves",3.6
"1738","kk",2010,"koruza",40.7
"1739","kk",2016,"buce",0.5
"1740","kk",2011,"psenica in pira",4.6
"1741","kk",2017,"tritikala",3.9
"1742","kk",2012,"koruza",5.5
"1743","kk",2018,"krompir",28.1
"1744","kk",2019,"jecmen",4.7
"1745","kk",2014,"rz in sorzica",2.7
"1746","kk",2020,"koruza",51.3
"1747","kk",2015,"oljna ogrscica in repica",2.7
"1748","kk",2010,"jecmen",3.9
"1749","kk",2016,"oves",3.4
"1750","kk",2011,"koruza",28.8
"1751","kk",2017,"buce",0.5
"1752","kk",2012,"psenica in pira",4.9
"1753","kk",2018,"tritikala",4.4
"1754","kk",2013,"koruza",4.4
"1755","kk",2019,"krompir",25.4
"1756","kk",2020,"jecmen",4.9
"1757","kk",2015,"rz in sorzica",3.7
"1758","kk",2010,"krompir",21.8
"1759","kk",2016,"oljna ogrscica in repica",2.7
"1760","kk",2011,"jecmen",4.2
"1761","kk",2017,"oves",2.9
"1762","kk",2012,"koruza",30
"1763","kk",2018,"buce",0.8
"1764","kk",2013,"psenica in pira",3.8
"1765","kk",2019,"tritikala",4.5
"1766","kk",2014,"koruza",9
"1767","kk",2020,"krompir",29.8
"1768","kk",2010,"tritikala",3.7
"1769","kk",2016,"rz in sorzica",2.8
"1770","kk",2011,"krompir",24.3
"1771","kk",2017,"oljna ogrscica in repica",2.2
"1772","kk",2012,"jecmen",4.5
"1773","kk",2018,"oves",2.8
"1774","kk",2013,"koruza",26.8
"1775","kk",2019,"buce",0.8
"1776","kk",2014,"psenica in pira",4.7
"1777","kk",2020,"tritikala",4.9
"1778","kk",2015,"koruza",8.9
"1779","kk",2010,"buce",0.7
"1780","kk",2011,"tritikala",4
"1781","kk",2017,"rz in sorzica",2.3
"1782","kk",2012,"krompir",24.3
"1783","kk",2018,"oljna ogrscica in repica",2.5
"1784","kk",2013,"jecmen",3.8
"1785","kk",2019,"oves",3.1
"1786","kk",2014,"koruza",43.8
"1787","kk",2020,"buce",0.8
"1788","kk",2015,"psenica in pira",4.8
"1789","kk",2010,"oves",3
"1790","kk",2016,"koruza",9.8
"1791","kk",2011,"buce",0.7
"1792","kk",2012,"tritikala",4.5
"1793","kk",2018,"rz in sorzica",2.5
"1794","kk",2013,"krompir",21.6
"1795","kk",2019,"oljna ogrscica in repica",2.7
"1796","kk",2014,"jecmen",4.5
"1797","kk",2020,"oves",3.4
"1798","kk",2015,"koruza",47.9
"1799","kk",2010,"oljna ogrscica in repica",2.3
"1800","kk",2016,"psenica in pira",4.6
"1801","kk",2011,"oves",3.1
"1802","kk",2017,"koruza",5.4
"1803","kk",2012,"buce",0.5
"1804","kk",2013,"tritikala",3.8
"1805","kk",2019,"rz in sorzica",3.4
"1806","kk",2014,"krompir",30.1
"1807","kk",2020,"oljna ogrscica in repica",1.7
"1808","kk",2015,"jecmen",4.6
"1809","kk",2010,"rz in sorzica",2.8
"1810","kk",2016,"koruza",47.5
"1811","kk",2011,"oljna ogrscica in repica",2.7
"1812","kk",2017,"psenica in pira",4.1
"1813","kk",2012,"oves",3.2
"1814","kk",2018,"koruza",9.6
"1815","kk",2013,"buce",0.5
"1816","kk",2014,"tritikala",4.5
"1817","kk",2020,"rz in sorzica",4.8
"1818","kk",2015,"krompir",30.7
"1819","kk",2016,"jecmen",4.6
"1820","kk",2011,"rz in sorzica",3.1
"1821","kk",2017,"koruza",28.6
"1822","kk",2012,"oljna ogrscica in repica",3
"1823","kk",2018,"psenica in pira",4.3
"1824","kk",2013,"oves",2.9
"1825","kk",2019,"koruza",9.8
"1826","kk",2014,"buce",0.5
"1827","kk",2015,"tritikala",4.5
"1828","kk",2010,"koruza",7.6
"1829","kk",2016,"krompir",29.6
"1830","kk",2017,"jecmen",3.9
"1831","kk",2012,"rz in sorzica",3
"1832","kk",2018,"belo zelje",26.7
"1833","kk",2019,"trave",7.9
"1834","kk",2014,"detelja",7.2
"1835","kk",2020,"travniki in pašniki",6.4
"1836","kk",2015,"jabolka",32.9
"1837","kk",2010,"trave",7
"1838","kk",2016,"trave",7.8
"1839","kk",2011,"travniki in pašniki",5.6
"1840","kk",2017,"grozdje",5.1
"1841","kk",2012,"breskve in nektarine",18
"1842","kk",2018,"trave",7.3
"1843","kk",2013,"lucerna",6.4
"1844","kk",2019,"belo zelje",26.8
"1845","kk",2020,"trave",8.4
"1846","kk",2015,"detelja",7.8
"1847","kk",2010,"belo zelje",40.2
"1848","kk",2016,"jabolka",27.1
"1849","kk",2011,"trave",6
"1850","kk",2017,"trave",4.9
"1851","kk",2012,"travniki in pašniki",4.7
"1852","kk",2018,"grozdje",9.6
"1853","kk",2013,"breskve in nektarine",13.2
"1854","kk",2019,"trave",8.2
"1855","kk",2014,"lucerna",8.4
"1856","kk",2020,"belo zelje",28.6
"1857","kk",2010,"trave",6.9
"1858","kk",2016,"detelja",8
"1859","kk",2011,"belo zelje",35.5
"1860","kk",2017,"jabolka",3.1
"1861","kk",2012,"trave",5.3
"1862","kk",2018,"trave",8.1
"1863","kk",2013,"travniki in pašniki",4.7
"1864","kk",2019,"grozdje",7.3
"1865","kk",2014,"breskve in nektarine",10.1
"1866","kk",2020,"trave",8.3
"1867","kk",2015,"lucerna",8.6
"1868","kk",2010,"grozdje",6.5
"1869","kk",2011,"trave",6.3
"1870","kk",2017,"detelja",5.1
"1871","kk",2012,"belo zelje",29.1
"1872","kk",2018,"jabolka",38.2
"1873","kk",2013,"trave",5.4
"1874","kk",2019,"trave",8.5
"1875","kk",2014,"travniki in pašniki",5.4
"1876","kk",2020,"grozdje",7.3
"1877","kk",2015,"breskve in nektarine",13.4
"1878","kk",2010,"trave",6.6
"1879","kk",2016,"lucerna",8.6
"1880","kk",2011,"grozdje",6.5
"1881","kk",2012,"trave",5.8
"1882","kk",2018,"detelja",7.6
"1883","kk",2013,"belo zelje",25.8
"1884","kk",2019,"jabolka",23.5
"1885","kk",2014,"trave",6.4
"1886","kk",2020,"trave",8.9
"1887","kk",2015,"travniki in pašniki",6
"1888","kk",2010,"jabolka",31.8
"1889","kk",2016,"breskve in nektarine",11.9
"1890","kk",2011,"trave",6.8
"1891","kk",2017,"lucerna",5.5
"1892","kk",2012,"grozdje",6.4
"1893","kk",2013,"trave",5.7
"1894","kk",2019,"detelja",9
"1895","kk",2014,"belo zelje",27.4
"1896","kk",2020,"jabolka",29.1
"1897","kk",2015,"trave",7.3
"1898","kk",2010,"detelja",7.6
"1899","kk",2016,"travniki in pašniki",6.2
"1900","kk",2011,"jabolka",35.7
"1901","kk",2017,"breskve in nektarine",2.8
"1902","kk",2012,"trave",5.6
"1903","kk",2018,"lucerna",8.3
"1904","kk",2013,"grozdje",7.1
"1905","kk",2014,"trave",7
"1906","kk",2020,"detelja",9.2
"1907","kk",2015,"belo zelje",29.6
"1908","kk",2016,"trave",7.6
"1909","kk",2011,"detelja",6.7
"1910","kk",2017,"travniki in pašniki",3.3
"1911","kk",2012,"jabolka",25.7
"1912","kk",2018,"breskve in nektarine",13.9
"1913","kk",2013,"trave",5.3
"1914","kk",2019,"lucerna",8.8
"1915","kk",2014,"grozdje",5.3
"1916","kk",2015,"trave",7.9
"1917","kk",2010,"lucerna",7.8
"1918","kk",2016,"belo zelje",27.3
"1919","kk",2017,"trave",4.7
"1920","kk",2012,"detelja",6.1
"1921","kk",2018,"travniki in pašniki",5.7
"1922","kk",2013,"jabolka",36.5
"1923","kk",2019,"breskve in nektarine",12.5
"1924","kk",2014,"trave",6.9
"1925","kk",2020,"lucerna",8.9
"1926","kk",2015,"grozdje",7.8
"1927","kk",2010,"breskve in nektarine",13.2
"1928","kk",2016,"trave",7.9
"1929","kk",2011,"lucerna",7.4
"1930","kk",2017,"belo zelje",24.5
"1931","kk",2018,"trave",6.7
"1932","kk",2013,"detelja",5.6
"1933","kk",2019,"travniki in pašniki",6.3
"1934","kk",2014,"jabolka",31.2
"1935","kk",2020,"breskve in nektarine",10.3
"1936","kk",2015,"trave",7.9
"1937","kk",2010,"travniki in pašniki",5.8
"1938","kk",2016,"grozdje",7.3
"1939","kk",2011,"breskve in nektarine",12.9
"1940","kk",2017,"trave",4.8
"1941","kk",2012,"lucerna",6.8
"1942","po",2016,"krompir",26.4
"1943","po",2017,"jecmen",4.2
"1944","po",2012,"rz in sorzica",4.9
"1945","po",2018,"koruza",40.4
"1946","po",2019,"psenica in pira",4.5
"1947","po",2014,"oves",3.3
"1948","po",2020,"koruza",8.6
"1949","po",2015,"buce",0.7
"1950","po",2010,"psenica in pira",4.1
"1951","po",2016,"tritikala",4.3
"1952","po",2011,"koruza",7
"1953","po",2017,"krompir",25.6
"1954","po",2018,"jecmen",4.4
"1955","po",2013,"rz in sorzica",4
"1956","po",2019,"koruza",45.1
"1957","po",2020,"psenica in pira",4.8
"1958","po",2015,"oves",3.3
"1959","po",2010,"koruza",44.3
"1960","po",2016,"buce",0.8
"1961","po",2011,"psenica in pira",4.3
"1962","po",2017,"tritikala",4
"1963","po",2012,"koruza",3.9
"1964","po",2018,"krompir",25.9
"1965","po",2019,"jecmen",4.6
"1966","po",2014,"rz in sorzica",4.5
"1967","po",2020,"koruza",45.4
"1968","po",2010,"jecmen",4
"1969","po",2016,"oves",3.2
"1970","po",2011,"koruza",40.5
"1971","po",2017,"buce",0.6
"1972","po",2012,"psenica in pira",3.9
"1973","po",2018,"tritikala",4.1
"1974","po",2013,"koruza",5.5
"1975","po",2019,"krompir",22.8
"1976","po",2020,"jecmen",4.7
"1977","po",2015,"rz in sorzica",3.5
"1978","po",2010,"krompir",26.5
"1979","po",2011,"jecmen",4.2
"1980","po",2017,"oves",3
"1981","po",2012,"koruza",23.9
"1982","po",2018,"buce",0.8
"1983","po",2013,"psenica in pira",4.1
"1984","po",2019,"tritikala",4.6
"1985","po",2014,"koruza",7.2
"1986","po",2020,"krompir",30.3
"1987","po",2010,"tritikala",3.8
"1988","po",2016,"rz in sorzica",3.8
"1989","po",2011,"krompir",27.9
"1990","po",2012,"jecmen",3.9
"1991","po",2018,"oves",3.2
"1992","po",2013,"koruza",31
"1993","po",2019,"buce",0.6
"1994","po",2014,"psenica in pira",4.6
"1995","po",2020,"tritikala",4.8
"1996","po",2015,"koruza",7.4
"1997","po",2010,"buce",0.7
"1998","po",2011,"tritikala",4.1
"1999","po",2017,"rz in sorzica",3.5
"2000","po",2012,"krompir",21.9
"2001","po",2018,"oljna ogrscica in repica",2.3
"2002","po",2013,"jecmen",4.1
"2003","po",2019,"oves",3
"2004","po",2014,"koruza",46.3
"2005","po",2020,"buce",0.5
"2006","po",2015,"psenica in pira",4.4
"2007","po",2010,"oves",2.7
"2008","po",2016,"koruza",7.3
"2009","po",2011,"buce",0.7
"2010","po",2012,"tritikala",3.3
"2011","po",2018,"rz in sorzica",3.5
"2012","po",2013,"krompir",22.1
"2013","po",2019,"oljna ogrscica in repica",2.9
"2014","po",2014,"jecmen",4.2
"2015","po",2020,"oves",3.4
"2016","po",2015,"koruza",44.1
"2017","po",2016,"psenica in pira",4.5
"2018","po",2011,"oves",3.4
"2019","po",2017,"koruza",5.1
"2020","po",2012,"buce",0.5
"2021","po",2013,"tritikala",4.1
"2022","po",2019,"rz in sorzica",3.8
"2023","po",2014,"krompir",30.8
"2024","po",2020,"oljna ogrscica in repica",2.6
"2025","po",2015,"jecmen",4.3
"2026","po",2010,"rz in sorzica",4.9
"2027","po",2016,"koruza",40.3
"2028","po",2017,"psenica in pira",4.3
"2029","po",2012,"oves",3.2
"2030","po",2018,"koruza",8
"2031","po",2013,"buce",0.5
"2032","po",2014,"tritikala",4.4
"2033","po",2020,"rz in sorzica",4
"2034","po",2015,"krompir",25.4
"2035","po",2016,"jecmen",4.3
"2036","po",2011,"rz in sorzica",5.2
"2037","po",2017,"koruza",31.9
"2038","po",2012,"oljna ogrscica in repica",3.1
"2039","po",2018,"psenica in pira",4.2
"2040","po",2013,"oves",3.3
"2041","po",2019,"koruza",7.9
"2042","po",2014,"buce",0.6
"2043","po",2015,"tritikala",4.3
"2044","po",2010,"koruza",7.3
"2045","po",2016,"grozdje",6
"2046","po",2017,"trave",5
"2047","po",2012,"lucerna",4.5
"2048","po",2018,"belo zelje",34.7
"2049","po",2019,"trave",6.1
"2050","po",2014,"detelja",5.7
"2051","po",2020,"travniki in pašniki",5.2
"2052","po",2015,"jabolka",31.5
"2053","po",2010,"trave",4.6
"2054","po",2016,"trave",5.5
"2055","po",2011,"travniki in pašniki",4.7
"2056","po",2017,"grozdje",5.6
"2057","po",2018,"trave",6.5
"2058","po",2013,"lucerna",4.9
"2059","po",2019,"belo zelje",39
"2060","po",2020,"trave",6.7
"2061","po",2015,"detelja",5.6
"2062","po",2010,"belo zelje",40.9
"2063","po",2016,"jabolka",29.5
"2064","po",2011,"trave",5.4
"2065","po",2017,"trave",5.2
"2066","po",2012,"travniki in pašniki",3.9
"2067","po",2018,"grozdje",8.1
"2068","po",2019,"trave",5.8
"2069","po",2014,"lucerna",7.1
"2070","po",2020,"belo zelje",40
"2071","po",2010,"trave",4.9
"2072","po",2016,"detelja",5.6
"2073","po",2011,"belo zelje",38.1
"2074","po",2017,"jabolka",6.7
"2075","po",2012,"trave",4
"2076","po",2018,"trave",6.7
"2077","po",2013,"travniki in pašniki",4.4
"2078","po",2019,"grozdje",6.7
"2079","po",2020,"trave",6.3
"2080","po",2015,"lucerna",7.2
"2081","po",2010,"grozdje",5.8
"2082","po",2011,"trave",5.7
"2083","po",2017,"detelja",4.5
"2084","po",2012,"belo zelje",24.9
"2085","po",2018,"jabolka",35.4
"2086","po",2013,"trave",4.7
"2087","po",2019,"trave",5.6
"2088","po",2014,"travniki in pašniki",5.2
"2089","po",2020,"grozdje",6.7
"2090","po",2015,"breskve in nektarine",17.7
"2091","po",2010,"trave",5
"2092","po",2016,"lucerna",7.1
"2093","po",2011,"grozdje",6.3
"2094","po",2012,"trave",4.3
"2095","po",2018,"detelja",6.1
"2096","po",2013,"belo zelje",25.3
"2097","po",2019,"jabolka",23.7
"2098","po",2014,"trave",5.2
"2099","po",2020,"trave",6.8
"2100","po",2015,"travniki in pašniki",5.2
"2101","po",2010,"jabolka",28
"2102","po",2016,"breskve in nektarine",16.2
"2103","po",2011,"trave",6.2
"2104","po",2017,"lucerna",5.7
"2105","po",2012,"grozdje",4.7
"2106","po",2013,"trave",5.1
"2107","po",2019,"detelja",5.7
"2108","po",2014,"belo zelje",31.6
"2109","po",2020,"jabolka",32.5
"2110","po",2015,"trave",5.7
"2111","po",2010,"detelja",5.1
"2112","po",2016,"travniki in pašniki",5.3
"2113","po",2011,"jabolka",30
"2114","po",2017,"breskve in nektarine",9.2
"2115","po",2012,"trave",4.6
"2116","po",2018,"lucerna",7
"2117","po",2013,"grozdje",6.4
"2118","po",2014,"trave",5.6
"2119","po",2020,"detelja",6.3
"2120","po",2015,"belo zelje",31.5
"2121","po",2016,"trave",5.7
"2122","po",2011,"detelja",5.5
"2123","po",2017,"travniki in pašniki",4.1
"2124","po",2012,"jabolka",20.5
"2125","po",2018,"breskve in nektarine",17
"2126","po",2013,"trave",4.5
"2127","po",2019,"lucerna",6.3
"2128","po",2014,"grozdje",6.2
"2129","po",2015,"trave",5.7
"2130","po",2010,"lucerna",5.5
"2131","po",2016,"belo zelje",33.3
"2132","po",2017,"trave",4.5
"2133","po",2012,"detelja",4.4
"2134","po",2018,"travniki in pašniki",5.2
"2135","po",2013,"jabolka",29.1
"2136","po",2019,"breskve in nektarine",15.4
"2137","po",2014,"trave",5.6
"2138","po",2020,"lucerna",7
"2139","po",2015,"grozdje",7.5
"2140","po",2016,"trave",5.7
"2141","po",2011,"lucerna",6.1
"2142","po",2017,"belo zelje",28.2
"2143","po",2018,"trave",6.3
"2144","po",2013,"detelja",4.5
"2145","po",2019,"travniki in pašniki",5.4
